Polymer Number,Reaction number,Polymer solubility in dichloro methane at a concentration of 40 mg/mL at room temperature,Physical state of the polymer determined by visual observation and polarized microscope analysis,Degradable,Monomer 1,Monomer 1 SMILES,Monomer 2,Monomer 2 SMILES,SMILES,Mn (kDa),Mw (kDa),D,"Monomer 1:
Monomer 2 (mole basis)",BigSMILES,Method Key
551,551,yes,fluid,yes,glutaric acid,OC(=O)CCCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CCCC(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(C)(C)C(C(C
)C)O[>][]}",M11
552,552,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CSCC(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(C)(C)C(C(C
)C)O[>][]}",M11
553,553,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)COCCOCC(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(C)(C) C(C(C)C)O[>][]}",M11
554,554,yes,crystalline,yes,e- caprolactone,O1CCCCCC1(=O),,,OCCCCCC(=O),8.02,13.56,1.69,NA,{[][<]OCCCCCC(=O)[>][]},M33
555,555,yes,fluid,yes,undecanoic d- lactone,O1C(CCCCCC)CCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OC(CCCCCC)CCCC(=O)OC(CCCCCC)CCCC(=O)OC(CCCC)CCCCC(=O),,,,NR,"{[][<]OC(CCCCCC)CCCC(=O)[>],
[<]OC(CCCCCC)CCCC(=O)[>],[<]OC(CCCC
)CCCCC(=O)[>][]}",M36
556,556,yes,fluid,yes,d-nonalactone,O1C(CCCC)CCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OC(CCCC)CCCC(=O)OC(CCCC)CCCC(=O)OC(CCCC)CCCCC(=O),,,,NR,"{[][<]OC(CCCC)CCCC(=O)[>],
[<]OC(CCCC)CCCC(=O)[>],[<]OC(CCCC)C CCCC(=O)[>][]}",M36
557,557,no,solid,yes,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OC(CCCC)CCCCC(=O),,,,1.8:1,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OC(C CCC)CCCCC(=O)[>][]}",M36
558,558,yes,fluid,yes,b- butyrolactone,O1C(C)CC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OC(C)CC(=O)OC(C)CC(=O)OC(CCCC)CCCCC(=O),14.91,26.11,1.75,1.1:1,"{[][<]OC(C)CC(=O)[>],
[<]OC(C)CC(=O)[>],[<]OC(CCCC)CCCCC(= O)[>][]}",M36
559,559,yes,fluid,yes,5- dodecanolide,O1C(CCCCCCC)CCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OC(CCCCCCC)CCCC(=O)OC(CCCCCCC)CCCC(=O)OC(CCCC)CCCCC(=O),,,,NR,"{[][<]OC(CCCCCCC)CCCC(=O)[>],
[<]OC(CCCCCCC)CCCC(=O)[>],[<]OC(CCC C)CCCCC(=O)[>][]}",M36
560,560,no,solid,yes,16-hexadecanolide,O1CCCCCCCCCCCCCCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC(=O)OC(CCCC)CCCCC(=O),,,,2.7:1,"{[][<]OCCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCCC(=O)[>],[<]OC( CCCC)CCCCC(=O)[>][]}",M36
561,561,yes,fluid,yes,e-decalactone,O1C(CCCC)CCCCC1(=O),e-caprolactone,O1CCCCCC1(=O),OC(CCCC)CCCCC(=O)OC(CCCC)CCCCC(=O)OCCCCCC(=O),,,,2:01,"{[][<]OC(CCCC)CCCCC(=O)[>],
[<]OC(CCCC)CCCCC(=O)[>],[<]OCCCCCC(
=O)[>][]}",M36
562,562,yes,fluid,yes,e-decalactone,O1C(CCCC)CCCCC1(=O),delta- valerolactone,O1CCCCC1(=O),OC(CCCC)CCCCC(=O)OC(CCCC)CCCCC(=O)OCCCCC(=O),,,,2.4:1,"{[][<]OC(CCCC)CCCCC(=O)[>],
[<]OC(CCCC)CCCCC(=O)[>],[<]OCCCCC(= O)[>][]}",M36
563,563,no,solid,yes,glycolide,O1CC(=O)OCC1(=O),e-caprolactone,O1CCCCCC1(=O),"OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCCCCCC(=O)
",,,,2:01,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OCCCCCC(=O)[
>][]}",M34
564,564,yes,fluid,yes,e- caprolactone,O1CCCCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OCCCCCC(=O)OCCCCCC(=O)OC(CCCC)CCCCC(=O),,,,1.9:1,"{[][<]OCCCCCC(=O)[>],
[<]OCCCCCC(=O)[>],[<]OC(CCCC)CCCCC(
=O)[>][]}",M36
565,565,yes,fluid,yes,delta- valerolactone,O1CCCCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OCCCCC(=O)OCCCCC(=O)OC(CCCC)CCCCC(=O),86.27,138,1.6,1.75:1,"{[][<]OCCCCC(=O)[>],
[<]OCCCCC(=O)[>],[<]OC(CCCC)CCCCC(= O)[>][]}",M36
566,566,yes,crystalline,yes,e- caprolactone,O1CCCCCC1(=O),massoia lactone,O1C(CCCCC)CC=CC1(O),OCCCCCC(=O)OCCCCCC(=O)OC(CCCCC)CC=CC(O),,,,1:01,"{[][<]OCCCCCC(=O)[>],
[<]OCCCCCC(=O)[>],[<]OC(CCCCC)CC=CC (O)[>][]}",M36
567,567,yes,crystalline,yes,e- caprolactone,O1CCCCCC1(=O),pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),OCCCCCC(=O)OCCCCCC(=O)OCCCCCCCCCCCCCCC(=O),,,,6.6:1,"{[][<]OCCCCCC(=O)[>], [<]OCCCCCC(=O)[>],[<]OCCCCCCCCCCCCCCC(=O)[>][]}",M36
568,568,yes,crystalline,yes,e- caprolactone,O1CCCCCC1(=O),b-butyrolactone,O1C(C)CC1(=O),OCCCCCC(=O)OCCCCCC(=O)OC(C)CC(=O),,,,4.1:1,"{[][<]OCCCCCC(=O)[>], [<]OCCCCCC(=O)[>],[<]OC(C)CC(=O)[>][]}",M36
569,569,no,solid,no,e- caprolactone,O1CCCCCC1(=O),glycolide,O1CC(=O)OCC1(=O),"OCCCCCC(=O)OCCCCCC(=O)OCC(=O)OCC(=O)
",,,,1:01,"{[][<]OCCCCCC(=O)[>],
[<]OCCCCCC(=O)[>],[<]OCC(=O)OCC(=O)[
>][]}",M34
570,570,yes,crystalline,yes,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),e-caprolactone,O1CCCCCC1(=O),OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OCCCCCC(=O),,,,01:01.1,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OCC CCCC(=O)[>][]}",M36
571,571,yes,fluid,no,b- butyrolactone,O1C(C)CC1(=O),e-caprolactone,O1CCCCCC1(=O),OC(C)CC(=O)OC(C)CC(=O)OCCCCCC(=O),,,,01:00.9,"{[][<]OC(C)CC(=O)[>], [<]OC(C)CC(=O)[>],[<]OCCCCCC(=O)[>][]}",M36
572,572,yes,crystalline,no,beta- propiolactone,O1CCC1(=O),,,OCCC(=O)OCCC(=O)OCCC(=O),,,,NR,"{[][<]OCCC(=O)[>], [<]OCCC(=O)[>],[<]OCCC(=O)[>][]}",M33
573,573,no,solid,yes,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),massoia lactone,O1C(CCCCC)CC=CC1(O),OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OC(CCCCC)CC=CC(O),,,,2:01,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OC(C CCCC)CC=CC(O)[>][]}",M36
574,574,no,solid,yes,16-hexadecanolide,O1CCCCCCCCCCCCCCCC1(=O),massoia lactone,O1C(CCCCC)CC=CC1(O),OCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC(=O)OC(CCCCC)CC=CC(O),,,,1.7:1,"{[][<]OCCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCCC(=O)[>],[<]OC( CCCCC)CC=CC(O)[>][]}",M36
575,575,yes,crystalline,no,delta- valerolactone,O1CCCCC1(=O),,,OCCCCC(=O)OCCCCC(=O)OCCCCC(=O),2.49,3.78,1.52,NR,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OCCCCC(=O)[>][]}",M33
576,576,yes,crystalline,yes,delta- valerolactone,O1CCCCC1(=O),massoia lactone,O1C(CCCCC)CC=CC1(O),OCCCCC(=O)OCCCCC(=O)OC(CCCCC)CC=CC(O),,,,2.4:1,"{[][<]OCCCCC(=O)[>],
[<]OCCCCC(=O)[>],[<]OC(CCCCC)CC=CC( O)[>][]}",M36
577,577,yes,crystalline,no,e- caprolactone,O1CCCCCC1(=O),beta- propiolactone,O1CCC1(=O),OCCCCCC(=O)OCCCCCC(=O)OCCC(=O),,,,0.25:1,"{[][<]OCCCCCC(=O)[>], [<]OCCCCCC(=O)[>],[<]OCCC(=O)[>][]}",M33
578,578,yes,crystalline,no,beta- propiolactone,O1CCC1(=O),e-caprolactone,O1CCCCCC1(=O),OCCC(=O)OCCC(=O)OCCCCCC(=O),,,,01:00.2,"{[][<]OCCC(=O)[>], [<]OCCC(=O)[>],[<]OCCCCCC(=O)[>][]}",M33
579,579,yes,crystalline,no,e- caprolactone,O1CCCCCC1(=O),delta- valerolactone,O1CCCCC1(=O),OCCCCCC(=O)OCCCCCC(=O)OCCCCC(=O),7.81,9.43,1.21,NR,"{[][<]OCCCCCC(=O)[>], [<]OCCCCCC(=O)[>],[<]OCCCCC(=O)[>][]}",M33
580,580,yes,crystalline,yes,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),b-butyrolactone,O1C(C)CC1(=O),OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OC(C)CC(=O),,,,2.8:1,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OC(C
)CC(=O)[>][]}",M36
581,581,yes,crystalline,no,delta- valerolactone,O1CCCCC1(=O),e-caprolactone,O1CCCCCC1(=O),OCCCCC(=O)OCCCCC(=O)OCCCCCC(=O),,,,NR,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OCCCCCC(=O)[>][]}",M33
582,582,yes,glassy,yes,b- butyrolactone,O1C(C)CC1(=O),pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),OC(C)CC(=O)OC(C)CC(=O)OCCCCCCCCCCCCCCC(=O),,,,1.3:1,"{[][<]OC(C)CC(=O)[>],
[<]OC(C)CC(=O)[>],[<]OCCCCCCCCCCCC CCC(=O)[>][]}",M36
583,583,yes,crystalline,yes,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),delta- valerolactone,O1CCCCC1(=O),OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OCCCCC(=O),,,,NR,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OCC CCC(=O)[>][]}",M36
584,584,yes,crystalline,yes,delta- valerolactone,O1CCCCC1(=O),pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),OCCCCC(=O)OCCCCC(=O)OCCCCCCCCCCCCCCC(=O),,,,NR,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OCCCCCCCCCCCC CCC(=O)[>][]}",M36
585,585,yes,fluid,no,b- butyrolactone,O1C(C)CC1(=O),delta- valerolactone,O1CCCCC1(=O),OC(C)CC(=O)OC(C)CC(=O)OCCCCC(=O),31.17,56.14,1.3,1.3:1,"{[][<]OC(C)CC(=O)[>], [<]OC(C)CC(=O)[>],[<]OCCCCC(=O)[>][]}",M36
586,586,yes,crystalline,no,beta- propiolactone,O1CCC1(=O),delta- valerolactone,O1CCCCC1(=O),OCCC(=O)OCCC(=O)OCCCCC(=O),,,,2.3:1,"{[][<]OCCC(=O)[>], [<]OCCC(=O)[>],[<]OCCCCC(=O)[>][]}",M33
587,587,yes,fluid,no,delta- valerolactone,O1CCCCC1(=O),b-butyrolactone,O1C(C)CC1(=O),OCCCCC(=O)OCCCCC(=O)OC(C)CC(=O),43.82,68.79,2.42,2.9:1,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OC(C)CC(=O)[>][]}",M36
588,588,yes,crystalline,no,delta- valerolactone,O1CCCCC1(=O),beta- propiolactone,O1CCC1(=O),OCCCCC(=O)OCCCCC(=O)OCCC(=O),,,,1.3:1,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OCCC(=O)[>][]}",M33
589,589,no,solid,yes,beta- propiolactone,O1CCC1(=O),glycolide,O1CC(=O)OCC1(=O),OCCC(=O)OCCC(=O)OCC(=O)OCC(=O),,,,Insoluble,"{[][<]OCCC(=O)[>], [<]OCCC(=O)[>],[<]OCC(=O)OCC(=O)[>][]}",M34
590,590,no,solid,yes,glycolide,O1CC(=O)OCC1(=O),beta- propiolactone,O1CCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCCC(=O),,,,1.5:1,"{[][<]OCC(=O)OCC(=O)[>], [<]OCC(=O)OCC(=O)[>],[<]OCCC(=O)[>][]}",M34
591,591,yes,crystalline,no,beta- propiolactone,O1CCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OCCC(=O)OCCC(=O)OC(C)C(=O)OC(C)C(=O),,,,Insoluble,"{[][<]OCCC(=O)[>], [<]OCCC(=O)[>],[<]OC(C)C(=O)OC(C)C(=O) [>][]}",M33
592,592,yes,crystalline,no,lactide,O1C(C)C(=O)OC(C)C1(=O),beta- propiolactone,O1CCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OCCC(=O),,,,Insoluble,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OCCC(=O) [>][]}",M33
593,593,no,solid,yes,delta- valerolactone,O1CCCCC1(=O),glycolide,O1CC(=O)OCC1(=O),"OCCCCC(=O)OCCCCC(=O)OCC(=O)OCC(=O)
",,,,Insoluble,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OCC(=O)OCC(=O)[>][
]}",M34
594,594,no,solid,no,glycolide,O1CC(=O)OCC1(=O),delta- valerolactone,O1CCCCC1(=O),"OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCCCCC(=O)
",,,,Insoluble,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OCCCCC(=O)[>][
]}",M34
595,595,yes,fluid,no,delta- valerolactone,O1CCCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OCCCCC(=O)OCCCCC(=O)OC(C)C(=O)OC(C)C(=O),6.8,9.25,1.36,Insoluble,"{[][<]OCCCCC(=O)[>], [<]OCCCCC(=O)[>],[<]OC(C)C(=O)OC(C)C(
=O)[>][]}",M33
596,596,yes,fluid,no,lactide,O1C(C)C(=O)OC(C)C1(=O),delta- valerolactone,O1CCCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OCCCCC(=O),27.72,36.89,1.33,1.3:1,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OCCCCC(
=O)[>][]}",M33
597,597,yes,fluid,yes,e-decalactone,O1C(CCCC)CCCCC1(=O),,,OC(CCCC)CCCCC(=O),,,,NA,{[][<]OC(CCCC)CCCCC(=O)[>][]},M35
598,598,yes,crystalline,no,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),,,OCCCCCCCCCCCCCCC(=O),,,,NA,{[][<]OCCCCCCCCCCCCCCC(=O)[>][]},M35
599,599,yes,crystalline,no,16-hexadecanolide,O1CCCCCCCCCCCCCCCC1(=O),,,OCCCCCCCCCCCCCCCC(=O),,,,NA,{[][<]OCCCCCCCCCCCCCCCC(=O)[>][]},M35
600,600,yes,crystalline,yes,coumarin,O2c(cccc1)c1C=CC2(=O),,,Oc(cccc1)c1C=CC(=O),,,,NA,{[][<]Oc(cccc1)c1C=CC(=O)[>][]},M35
601,601,no,solid,no,b- butyrolactone,O1C(C)CC1(=O),,,OC(C)CC(=O),,,,NA,{[][<]OC(C)CC(=O)[>][]},M35
602,602,yes,fluid,no,lactide,O1C(C)C(=O)OC(C)C1(=O),undecanoic d- lactone,O1C(CCCCCC)CCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(CCCCCC)CCCC(=O),,,,6.5:1,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OC(CCCC CC)CCCC(=O)[>][]}",M36
603,603,yes,crystalline,yes,lactide,O1C(C)C(=O)OC(C)C1(=O),d-nonalactone,O1C(CCCC)CCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(CCCC)CCCC(=O),11.45,20.1,1.76,1.9:1,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OC(CCCC) CCCC(=O)[>][]}",M36
604,604,yes,crystalline,no,lactide,O1C(C)C(=O)OC(C)C1(=O),pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OCCCCCCCCCCCCCCC(=O),5.9,29.14,4.94,4:01,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OCCCCCC CCCCCCCCC(=O)[>][]}",M36
605,605,yes,fluid,no,5- dodecanolide,O1C(CCCCCCC)CCCC1(=O),,,OC(CCCCCCC)CCCC(=O),,,,NA,{[][<]OC(CCCCCCC)CCCC(=O)[>][]},M36
606,606,yes,crystalline,yes,lactide,O1C(C)C(=O)OC(C)C1(=O),b-butyrolactone,O1C(C)CC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)CC(=O),,,,5:01,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OC(C)CC(
=O)[>][]}",M36
607,607,yes,fluid,no,lactide,O1C(C)C(=O)OC(C)C1(=O),5-dodecanolide,O1C(CCCCCCC)CCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(CCCCCCC)CCCC(=O),22.07,46.87,2.12,Insoluble,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OC(CCCC CCC)CCCC(=O)[>][]}",M36
608,608,yes,glassy,no,lactide,O1C(C)C(=O)OC(C)C1(=O),"16-
hexadecanolide",O1CCCCCCCCCCCCCCCC1(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OCCCCCCCCCCCCCCCC(=O),,,,8:01,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]OCCCCCC CCCCCCCCCC(=O)[>][]}",M36
609,609,yes,crystalline,yes,lactide,O1C(C)C(=O)OC(C)C1(=O),coumarin,O2c(cccc1)c1C=CC2(=O),OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)OC(C)C(=O)Oc(cccc1)c1C=CC(=O),9.44,30.94,3.28,1.5:1,"{[][<]OC(C)C(=O)OC(C)C(=O)[>],
[<]OC(C)C(=O)OC(C)C(=O)[>],[<]Oc(cccc1)c 1C=CC(=O)[>][]}",M36
610,610,yes,fluid,yes,e-decalactone,O1C(CCCC)CCCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OC(CCCC)CCCCC(=O)OC(CCCC)CCCCC(=O)OC(C)C(=O)OC(C)C(=O),12.46,34.22,2.75,2:01,"{[][<]OC(CCCC)CCCCC(=O)[>],
[<]OC(CCCC)CCCCC(=O)[>],[<]OC(C)C(=O) OC(C)C(=O)[>][]}",M36
611,611,yes,fluid,no,massoia lactone,O1C(CCCCC)CC=CC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OC(CCCCC)CC=CC(O)OC(CCCCC)CC=CC(O)OC(C)C(=O)OC(C)C(=O),11.91,19.43,1.63,2:01,"{[][<]OC(CCCCC)CC=CC(O)[>],
[<]OC(CCCCC)CC=CC(O)[>],[<]OC(C)C(=O) OC(C)C(=O)[>][]}",M36
612,612,yes,fluid,yes,undecanoic d- lactone,O1C(CCCCCC)CCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OC(CCCCCC)CCCC(=O)OC(CCCCCC)CCCC(=O)OC(C)C(=O)OC(C)C(=O),29.03,38.09,1.31,01:02.5,"{[][<]OC(CCCCCC)CCCC(=O)[>],
[<]OC(CCCCCC)CCCC(=O)[>],[<]OC(C)C(=
O)OC(C)C(=O)[>][]}",M36
613,613,yes,fluid,no,d-nonalactone,O1C(CCCC)CCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OC(CCCC)CCCC(=O)OC(CCCC)CCCC(=O)OC(C)C(=O)OC(C)C(=O),14.07,20.59,1.46,01:02.9,"{[][<]OC(CCCC)CCCC(=O)[>],
[<]OC(CCCC)CCCC(=O)[>],[<]OC(C)C(=O)O C(C)C(=O)[>][]}",M36
614,614,yes,fluid,no,pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O),12.31,17.8,1.45,1.8:1,"{[][<]OCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCC(=O)[>],[<]OC(C
)C(=O)OC(C)C(=O)[>][]}",M36
616,616,yes,fluid,yes,5- dodecanolide,O1C(CCCCCCC)CCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OC(CCCCCCC)CCCC(=O)OC(CCCCCCC)CCCC(=O)OC(C)C(=O)OC(C)C(=O),12.84,20.87,1.63,2.8:1,"{[][<]OC(CCCCCCC)CCCC(=O)[>],
[<]OC(CCCCCCC)CCCC(=O)[>],[<]OC(C)C(
=O)OC(C)C(=O)[>][]}",M36
617,617,yes,crystalline,yes,16-hexadecanolide,O1CCCCCCCCCCCCCCCC1(=O),lactide,O1C(C)C(=O)OC(C)C1(=O) ,OCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O),,,,0.45:1,"{[][<]OCCCCCCCCCCCCCCCC(=O)[>], [<]OCCCCCCCCCCCCCCCC(=O)[>],[<]OC( C)C(=O)OC(C)C(=O)[>][]}",M36
618,618,no,solid,no,glycolide,O1CC(=O)OCC1(=O),e-decalactone,O1C(CCCC)CCCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(CCCC)CCCCC(=O),,,,1:00,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OC(CCCC)CCC CC(=O)[>][]}",M36
619,619,no,solid,yes,glycolide,O1CC(=O)OCC1(=O),massoia lactone,O1C(CCCCC)CC=CC1(O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(CCCCC)CC=CC(O),,,,Insoluble,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OC(CCCCC)CC= CC(O)[>][]}",M36
620,620,no,solid,no,glycolide,O1CC(=O)OCC1(=O),undecanoic d- lactone,O1C(CCCCCC)CCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(CCCCCC)CCCC(=O),,,,1:00,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OC(CCCCCC)C CCC(=O)[>][]}",M36
621,621,no,solid,no,glycolide,O1CC(=O)OCC1(=O),d-nonalactone,O1C(CCCC)CCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(CCCC)CCCC(=O),,,,1:00,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OC(CCCC)CCC C(=O)[>][]}",M36
622,622,no,solid,no,glycolide,O1CC(=O)OCC1(=O),pentadecanolide,O1CCCCCCCCCCCCCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCCCCCCCCCCCCCCC(=O),,,,Insoluble,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OCCCCCCCCC CCCCCC(=O)[>][]}",M36
623,623,no,solid,no,glycolide,O1CC(=O)OCC1(=O),b-butyrolactone,O1C(C)CC1(=O),"OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(C)CC(=O)
",5.7,7.5,1.32,1:00,"{[][<]OCC(=O)OCC(=O)[>], [<]OCC(=O)OCC(=O)[>],[<]OC(C)CC(=O)[>][
]}",M36
624,624,no,fluid,no,glycolide,O1CC(=O)OCC1(=O),5-dodecanolide,O1C(CCCCCCC)CCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OC(CCCCCCC)CCCC(=O),,,,Insoluble,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OC(CCCCCCC) CCCC(=O)[>][]}",M36
625,625,no,solid,yes,glycolide,O1CC(=O)OCC1(=O),,,OCC(=O)OCC(=O),,,,NA,{[][<]OCC(=O)OCC(=O)[>][]},M34
626,626,no,solid,no,glycolide,O1CC(=O)OCC1(=O),"16-
hexadecanolide",O1CCCCCCCCCCCCCCCC1(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCCCCCCCCCCCCCCCC(=O),,,,Insoluble,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]OCCCCCCCCC CCCCCCC(=O)[>][]}",M36
627,627,no,solid,no,glycolide,O1CC(=O)OCC1(=O),coumarin,O2c(cccc1)c1C=CC2(=O),OCC(=O)OCC(=O)OCC(=O)OCC(=O)Oc(cccc1)c1C=CC(=O),,,,0.8:1,"{[][<]OCC(=O)OCC(=O)[>],
[<]OCC(=O)OCC(=O)[>],[<]Oc(cccc1)c1C=C C(=O)[>][]}",M36
